expid,peakid,year,season,nation,leaders,sponsor,success,totmembers,smtmembers,mdeaths,o2used
KANG03103,KANG,2003,1,Switzerland,Norbert Joos,Independent team,TRUE,3,1,0,FALSE
KANG03104,KANG,2003,1,Germany,Ralf Dujmovits,International Kangchenjunga Expedition,FALSE,6,0,0,FALSE
KANG03105,KANG,2003,1,Australia,Andrew Lock,Andrew & Christine Kangchenjuna Expedition 2003,FALSE,2,0,0,FALSE
KANG03106,KANG,2003,1,Italy,Christian Kuntner,Italian Kangchenjunga Expedition,TRUE,4,4,0,FALSE
KGRI03101,KGRI,2003,1,Japan,Masayoshi Fuji,Japanese Alpine Club Khangri Shar Senior Expedition 2003,FALSE,9,0,0,FALSE
LANR03101,LANR,2003,1,UK,Stewart Boyce,R.A.F. Langtang Ri Expedition,FALSE,5,0,0,FALSE
LHOT03101,LHOT,2003,1,Japan,Ken Noguchi,Noguchi Asia South Col Cleaning Expedition 2003,FALSE,7,0,0,TRUE
LHOT03102,LHOT,2003,1,Spain,Mikel Alvarez,Independent climber,FALSE,1,0,0,FALSE
LHOT03103,LHOT,2003,1,India,Ashok Abbey (Indian team),Indo-Nepal Army Everest-Lhotse Expedition 2003,TRUE,28,5,0,TRUE
LHOT03105,LHOT,2003,1,S Korea,Chung Sang-Mo,Korean Lhotse Expedition,TRUE,12,5,0,TRUE
LHOT03104,LHOT,2003,1,Nepal,Surya Sen Thakuri (Nepalese team),Indo-Nepal Army Everest-Lhotse Expedition 2003,TRUE,6,3,0,TRUE
LHOT03106,LHOT,2003,1,Italy,Fausto De Stefani,Independent climber on Lhotse,FALSE,1,0,0,FALSE
LHOT03108,LHOT,2003,1,Austria,Christian Stangl,Independent climber on Lhotse,FALSE,1,0,0,FALSE
LHOT03109,LHOT,2003,1,Mexico,Mauricio Lopez,Una Parajaenas Censo Lhotse Expedition 2003,TRUE,2,2,0,TRUE
LHOT03110,LHOT,2003,1,Italy,Sergio De Leo,Independent climber on Lhotse,TRUE,1,1,0,TRUE
LHOT03111,LHOT,2003,1,France,Daniel Gueorguievsky,Lhotse Team with Everest Cinquante,FALSE,5,0,0,FALSE
LHOT03112,LHOT,2003,1,USA,Damian Benegas,Lhotse International Expedition 2003,TRUE,6,3,0,FALSE
LHOT03113,LHOT,2003,1,Japan,"Yasunari Yamashita, Taro Tanigawa",Tokyo University of Agriculture Alpine Club Everest,TRUE,9,5,0,TRUE
LHOT03107,LHOT,2003,1,USA,John Rust,Adventures International Lhotse 2003,TRUE,4,2,0,TRUE
MAKA03101,MAKA,2003,1,China,Samdrup,China-Tibet Mt Makalu Expedition,TRUE,9,5,0,FALSE
MANA03101,MANA,2003,1,Poland,Piotr Pustelnik,Polish International Manaslu Expedition 2003,TRUE,7,2,0,TRUE
MANA03102,MANA,2003,1,Netherlands,Robert Steenmeijer,Dutch Manaslu Expedition 2003,FALSE,11,0,0,FALSE
MANA03103,MANA,2003,1,Georgia,Gia Tortladze,Independent team on Manaslu (on Pustelnik permit),FALSE,2,0,0,FALSE
MANA03104,MANA,2003,1,Slovenia,Franc Pepevnik,Slovenian Manaslu 2003 Expedition,FALSE,7,0,0,FALSE
MANA03105,MANA,2003,1,USA,Dan Mazur,International Manaslu Expedition,FALSE,10,0,0,FALSE
NEPA02301,NEPA,2002,3,Germany,Herbert Streibel,DAV Summit Club,TRUE,9,3,0,FALSE
NUPE03101,NUPE,2003,1,Russia,Valeri Babanov,Nuptse South Face Expedition,FALSE,2,0,0,FALSE
NUPE03102,NUPE,2003,1,Italy,Hans Kammerlander,Nuptse East Expedition,FALSE,6,0,0,FALSE
NUPT03101,NUPT,2003,1,USA,Scott Connery,American Nuptse Expedition 2003,FALSE,10,0,0,FALSE
NUPT03102,NUPT,2003,1,USA,Damian Benegas,Lhotse International Expedition 2003,TRUE,2,2,0,FALSE
PUMO03101,PUMO,2003,1,USA,Dan Mazur,SummitClimb Pumori Expedition 2003,TRUE,13,7,0,FALSE
PUMO03102,PUMO,2003,1,Switzerland,Pierrick Dentan,Yosemite Pumori Expedition 2003,FALSE,4,0,0,FALSE
PUMO03103,PUMO,2003,1,Portugal,Joao Garcia,Portuguese Pumori Expedition,TRUE,8,6,0,FALSE
PURB03101,PURB,2003,1,Finland,Patrick (Pata) Degerman,Team Finland to Putrung (Purbung Himal),FALSE,10,0,0,FALSE
TASH03101,TASH,2003,1,Germany,Goetz Wiegand,Saxony Himalaya Expedition,TRUE,7,5,0,FALSE
TENR02401,TENR,2002,4,Japan,Koichi Ezaki,Hokkaido Mountaineering Association Expedition to Tengi Ragi Tau,TRUE,5,4,0,FALSE
OMBG02401,OMBG,2002,4,UK,Victor Saunders,,TRUE,4,2,0,FALSE
KYAS01101,KYAS,2001,1,UK,Paul Ramsden,,FALSE,2,0,0,FALSE
EVER03201,EVER,2003,2,USA,Stephen Koch,2003 American Comolangma Expedition,FALSE,3,0,0,FALSE
NORB03201,NORB,2003,2,Japan,Tamotsu Ohnishi,West Nepal Expedition of Osaka Alpine Club 2003,TRUE,5,4,0,FALSE
TASH02201,TASH,2002,2,Japan,Yuichiro Ishihara,Tokyo Workers Mountaineering Club,TRUE,5,1,0,FALSE
LNKE03201,LNKE,2003,2,Japan,Tamotsu Ohnishi,West Nepal Expedition of Osaka Alpine Club 2003,TRUE,5,3,0,FALSE
ARNK03201,ARNK,2003,2,Japan,Tamotsu Ohnishi,West Nepal Expedition of Osaka Alpine Club 2003,TRUE,7,5,0,FALSE
SHEY03201,SHEY,2003,2,Japan,Tamotsu Ohnishi,West Nepal Expedition of Osaka Alpine Club 2003,FALSE,5,0,0,FALSE
HONG02301,HONG,2002,3,Spain,Inaki Ochoa,Independent climber,TRUE,1,1,0,FALSE
SITA02301,SITA,2002,3,Spain,Inaki Ochoa,Independent climber,FALSE,1,0,0,FALSE
KTOK96301,KTOK,1996,3,France,Jean-Francois Tripard,French Dolpo Expedition 1996,TRUE,5,5,0,FALSE
LNKE99201,LNKE,1999,2,Japan,Tamotsu Ohnishi,Osaka Alpine Club Expedition 1999 to Kangtokal,TRUE,2,2,0,FALSE
CHOB02301,CHOB,2002,3,France,Yannick Graziani,,TRUE,2,2,0,FALSE
KANT02301,KANT,2002,3,Japan,Toyoji Wada,Doshisha University Alpine Club Exp to Ronglai Kangri Range,TRUE,5,5,0,FALSE
TKPO84301,TKPO,1984,3,UK,Trevor Pilling,,TRUE,4,2,0,FALSE
HCHI84301,HCHI,1984,3,UK,"Trevor Pilling, John Ball",,FALSE,2,0,0,FALSE
BOKT91101,BOKT,1991,1,Yugoslavia,Tone Skarja,Slovene Himalayan Expedition to Kangchenjunga & Jannu,TRUE,4,3,0,FALSE
CHAG89301,CHAG,1989,3,UK,"Michael Woolridge, Andy Fanshawe",Blackspur Makalu Expedition 1989,TRUE,3,1,0,FALSE
CTSE90101,CTSE,1990,1,USA,Paul Pfau,,TRUE,13,5,0,FALSE
AMAD03301,AMAD,2003,3,Spain,Inaki Zuza,Ama Dablam International Expedition,TRUE,6,5,0,FALSE
AMAD03302,AMAD,2003,3,Russia,Victor Volodin,Ama Dablam 2003,TRUE,6,5,0,FALSE
AMAD03303,AMAD,2003,3,UK,Timothy Mosedale,British Ama Dablam Expedition,TRUE,9,2,0,FALSE
AMAD03304,AMAD,2003,3,Austria,Paul Hofer,Independent team on Ama Dablam,FALSE,2,0,0,FALSE
AMAD03305,AMAD,2003,3,Germany,Matthias Robl,DAV Summit Club Ama Dablam International Expedition,TRUE,5,2,0,FALSE
AMAD03306,AMAD,2003,3,Poland,Ryszard Pawlowski,Patagonia Mountain Agency (PMA) Ama Dablam Expedition 2003,TRUE,8,7,0,FALSE
AMAD03307,AMAD,2003,3,Germany,Robert Rackl,Amical Alpin Ama Dablam Expedition 2003,TRUE,11,8,1,FALSE
AMAD03308,AMAD,2003,3,Italy,Rudi Schweigkofler,Trans Tirol Ama Dablam Expedition,TRUE,3,2,0,FALSE
AMAD03309,AMAD,2003,3,UK,David Hollinger,Nature Peaks Ama Dablam 2001,TRUE,5,4,0,FALSE
AMAD03310,AMAD,2003,3,USA,David Morton,Alpine Ascents International (AAI) Ama Dablam Expedition 2003,TRUE,4,3,0,FALSE
AMAD03311,AMAD,2003,3,New Zealand,Mark Sedon,Independent climber,FALSE,1,0,0,FALSE
AMAD03312,AMAD,2003,3,USA,Park Mun-Sang,New York Alpine Club Ama Dablam,TRUE,12,6,0,FALSE
AMAD03313,AMAD,2003,3,USA,Lathrop Strang,Independent team,TRUE,4,3,0,FALSE
AMAD03314,AMAD,2003,3,USA,Angela Hawse,Mama Dablam Women's Expedition to Ama Dablam,TRUE,9,2,0,FALSE
AMAD03315,AMAD,2003,3,USA,Larry Boersma,Independent climber,FALSE,1,0,0,FALSE
AMAD03317,AMAD,2003,3,New Zealand,Michael Roberts,Independent climber,TRUE,1,1,0,FALSE
AMAD03318,AMAD,2003,3,Japan,Ryuseki Hiraoka,Adventure Guides Ama Dablam Expedition 2003,TRUE,3,3,0,FALSE
AMAD03319,AMAD,2003,3,USA,Todd Passey,Independent team on Ama Dablam,TRUE,3,2,0,FALSE
AMAD03321,AMAD,2003,3,New Zealand,Luis Benitez,Adventure Consultants Ama Dablam 2003 Expedition,TRUE,9,7,0,FALSE
AMAD03323,AMAD,2003,3,USA,Casey Henley,Mountain Madness Ama Dablam Expedition 2003,TRUE,3,2,0,FALSE
AMAD03324,AMAD,2003,3,USA,Eric Larson,American team on Ama Dablam,FALSE,2,0,0,FALSE
AMAD03325,AMAD,2003,3,USA,Scott Gould,Catskill Ama Dablam Expedition,TRUE,4,4,0,FALSE
AMAD03326,AMAD,2003,3,USA,"Michael Hamill, Justin Marle",Independent team on Ama Dablam,TRUE,3,1,0,FALSE
AMAD03327,AMAD,2003,3,Australia,David Chiew,Independent team on Ama Dablam,TRUE,3,3,0,FALSE
AMAD03328,AMAD,2003,3,USA,Dan Mazur,SummitClimb Ama Dablam Expedition 2003,TRUE,24,14,0,FALSE
AMAD03322,AMAD,2003,3,Mexico,Hector Ponce de Leon,Nico International Ama Dablam Expedition,TRUE,5,2,0,FALSE
AMAD03402,AMAD,2003,4,UK,Rick Marchant,Jagged Globe Ama Dablam Expedition 2003,TRUE,7,5,0,FALSE
AMAD03403,AMAD,2003,4,S Korea,Kwon Soon-Doo,2003/04 Korea Ulsan Jin Alpine Club Ama Dablam Expedition,TRUE,3,2,0,FALSE
AMAD03320,AMAD,2003,3,Japan,Shomi Suzuki,Ama Dablam Japanese Expedition,TRUE,8,7,0,FALSE
AMAD03401,AMAD,2003,4,Russia,Viatcheslev Glebov,Baumar University Alpine Club Ama Dablam Expedition,TRUE,6,5,0,FALSE
AMOT03301,AMOT,2003,3,France,Paulo Grobel,Terres d'Adventure Amotsang Expedition,FALSE,8,0,0,FALSE
ANN103301,ANN1,2003,3,Italy,Adriano Favre,Valle Aosta Annapurna Expedition 2003,FALSE,7,0,0,FALSE
ANN303301,ANN3,2003,3,UK,Kenton Cool,Annapurna III,TRUE,3,3,0,FALSE
ANN303302,ANN3,2003,3,Italy,Rudy Buccalla,Italian Annapurna III Expedition,FALSE,3,0,0,FALSE
ANN403301,ANN4,2003,3,Czech Republic,Radek Lienerth,French Expedition Annapurna IV,FALSE,8,0,0,FALSE
ANN403302,ANN4,2003,3,Australia,Gary Hayes,Annapurna IV 2003,FALSE,8,0,0,FALSE
ANN403303,ANN4,2003,3,USA,Richard Wilcox,American Annapurna IV Expedition,FALSE,9,0,0,FALSE
ANN403304,ANN4,2003,3,Austria,Reinhold Oblak,Environmental Expedition to Annapurna IV,FALSE,8,0,0,FALSE
ANN403401,ANN4,2003,4,Malaysia,Fauzan Hassan,Malaysian Everest 2004 Expedition to Annapurna IV,FALSE,4,0,0,FALSE
BARU03301,BARU,2003,3,Latvia,Aigars Prieditis,Independent climber,FALSE,1,0,0,FALSE
BARU03302,BARU,2003,3,Austria,Wilhelm Berkowitsch,International Baruntse Expedition,FALSE,3,0,0,FALSE
BARU03303,BARU,2003,3,UK,Ben Thrush,Independent climber,TRUE,1,1,0,FALSE
BARU03304,BARU,2003,3,Denmark,Rasmus Brynskov,Independent team,TRUE,2,2,0,FALSE
BARU03305,BARU,2003,3,France,Johan Perrier,Independent climber,FALSE,1,0,0,FALSE
BARU03306,BARU,2003,3,France,Benoit Profit,Atalante Baruntse Expedition,TRUE,6,3,0,FALSE
BARU03307,BARU,2003,3,France,Sandra Spiesser,Independent climber,FALSE,1,0,0,FALSE
BARU03308,BARU,2003,3,Canada,"Richard Beaudry, Gary Cyr",Independent team,FALSE,2,0,0,FALSE
BARU03310,BARU,2003,3,Germany,Frank Homburg,Baruntse Expedition 2003,FALSE,2,0,0,FALSE
BARU03309,BARU,2003,3,Austria,Gerhard Feichtenschlager,Austrian Baruntse Expedition,FALSE,5,0,0,FALSE
CHOY03335,CHOY,2003,3,USA,Hooman Aprin,American Cho Oyu 2003,TRUE,5,2,0,TRUE
CHOY03301,CHOY,2003,3,New Zealand,Michael Roberts,Adventure Consultants Cho Oyu 2003,TRUE,9,7,0,TRUE
CHOY03302,CHOY,2003,3,Brazil,Paulo Coelho,Independent team,TRUE,2,1,0,FALSE
CHOY03303,CHOY,2003,3,USA,Eric Larson,Alpine Ascents International (AAI) Cho Oyu Expedition 2003,TRUE,6,4,0,TRUE
CHOY03304,CHOY,2003,3,USA,Jay Sieger,Independent climber,TRUE,1,1,0,TRUE
CHOY03305,CHOY,2003,3,Australia,Michael Parker,Independent climber (Monterosa permit),TRUE,1,1,0,FALSE
CHOY03306,CHOY,2003,3,New Zealand,James Milne,Independent climber,FALSE,1,0,0,FALSE
CHOY03307,CHOY,2003,3,Australia,Ian Hibbert,Independent climber,FALSE,1,0,0,FALSE
CHOY03308,CHOY,2003,3,UK,Malcolm Moore,Independent climber (Monterosa permit),FALSE,1,0,0,FALSE
CHOY03309,CHOY,2003,3,UK,Chris Suggitt,Independent team on Cho Oyu,FALSE,2,0,0,FALSE
CHOY03310,CHOY,2003,3,New Zealand,Russell Brice,Himalayan Experience (Himex) Cho Oyu Expedition 2003,TRUE,14,11,0,TRUE
CHOY03311,CHOY,2003,3,Japan,Yoshitomi Okura,Japanese Cho Oyu Expedition,TRUE,14,14,0,TRUE
CHOY03312,CHOY,2003,3,Japan,Takashi Shirota,Independent climber,TRUE,1,1,0,FALSE
CHOY03313,CHOY,2003,3,S Korea,Min Sang-Ki,2003 Korea Yeosu Cho Oyu Expedition,TRUE,7,2,0,TRUE
CHOY03314,CHOY,2003,3,France,Abdou Martin,Terres d'Adventure Cho Oyu Expedition,TRUE,10,6,0,FALSE
CHOY03315,CHOY,2003,3,Switzerland,Stephane Schaffter,Mountain Adventure Swiss Cho Oyu-Xixabangma Expedition,TRUE,6,1,0,FALSE
CHOY03316,CHOY,2003,3,Spain,Jose Maria Tey de Salvador,Independent team (Monterosa permit),TRUE,3,2,0,FALSE
CHOY03317,CHOY,2003,3,UK,Henry Todd,Himalayan Guides Cho Oyu Expedition,TRUE,20,9,0,TRUE
CHOY03318,CHOY,2003,3,USA,Michael Hamill,International Mountain Guides (IMG) Cho Oyu Expedition 2003,TRUE,16,4,0,TRUE
CHOY03319,CHOY,2003,3,Japan,Takaharu Hayashi,Karang Kurung Mountaineering Club Cho Oyu Expedition 2003,TRUE,5,4,0,TRUE
CHOY03320,CHOY,2003,3,Slovenia,Roman Dobrajc,Independent team,TRUE,2,1,0,TRUE
CHOY03321,CHOY,2003,3,Greece,Christos Barouchas,,TRUE,9,4,1,TRUE
CHOY03322,CHOY,2003,3,Russia,Sergei Petrov,Angarsk Himalaya Expedition,TRUE,5,2,0,TRUE
CHOY03323,CHOY,2003,3,Japan,Shigeo Tamoi,Independent climber,FALSE,1,0,0,FALSE
CHOY03324,CHOY,2003,3,Japan,Naoto Iida,Independent climber,FALSE,1,0,0,FALSE
CHOY03325,CHOY,2003,3,Japan,Hiroshi Takagi,Independent climber,FALSE,1,0,0,FALSE
CHOY03326,CHOY,2003,3,Japan,Shinji Tamura,Active Mountain Cho Oyu Expedition (on Brice permit),TRUE,6,6,0,TRUE
CHOY03327,CHOY,2003,3,Japan,Chizuko Kono,Independent climber,TRUE,1,1,0,TRUE
CHOY03328,CHOY,2003,3,Poland,Marcin Miotk,Independent team (Monterosa permit),TRUE,3,3,0,FALSE
CHOY03329,CHOY,2003,3,Sweden,Niklas Hallstrom,Independent climber,TRUE,1,1,0,FALSE
CHOY03330,CHOY,2003,3,Germany,Marcel Kraaz,Amical Alpin Cho Oyu Expedition 2003,TRUE,6,3,0,FALSE
CHOY03331,CHOY,2003,3,Spain,Jesus Gonzalez,Sanga Cho Oyu Expedition,TRUE,13,3,0,FALSE
CHOY03332,CHOY,2003,3,Austria,Gottfried Bartholner,Independent climber,FALSE,1,0,0,FALSE
CHOY03333,CHOY,2003,3,Norway,Rolf Bae,Independent team,TRUE,2,2,0,FALSE
CHOY03334,CHOY,2003,3,Italy,Arnaldo Millesimi,Himalaya 2003 Cho Oyu,TRUE,3,1,0,FALSE
DANG03301,DANG,2003,3,Germany,Rainer Kogler,Adventure Geo Treks Danga Expedition,FALSE,2,0,0,FALSE
EVER03301,EVER,2003,3,USA,Wally Berg,Berg Adventures 2003,FALSE,5,0,0,TRUE
GAUG03301,GAUG,2003,3,Spain,Josep Aced,Mustang Expedition to Gaugiri,FALSE,4,0,0,FALSE
GAUG03302,GAUG,2003,3,Australia,Ken McConnell,Australian Gaugiri Expedition,FALSE,2,0,0,FALSE
GIMM03301,GIMM,2003,3,France,Ludovic Challeat,French Gimmigela Chuli Expedition,FALSE,9,0,0,FALSE
GURK03301,GURK,2003,3,S Korea,Kim Myung-Sim,2003 Gurkarpo Ri Expedition of KTAC of Alpine Club,FALSE,8,0,0,FALSE
GYAJ03301,GYAJ,2003,3,Czech Republic,Karel Plechac,Kyazikang 7038m Czech Himalayan Expedition 2003,FALSE,10,0,0,FALSE
HIMJ03301,HIMJ,2003,3,Japan,Ayumi Nozawai,Team Peri Himal 2003 to Himjung,FALSE,4,0,1,FALSE
HIML03301,HIML,2003,3,Switzerland,Bruno Boss,Sherpa-Boss Expedition to Himlung,FALSE,1,0,0,FALSE
HIML03302,HIML,2003,3,France,Marc Lazzaroni,Allibert Expedition to Himlung,TRUE,7,1,0,FALSE
HIML03303,HIML,2003,3,Belgium,Jean Tafforeau,Belgium Himlung Expedition,TRUE,8,6,0,FALSE
HIML03304,HIML,2003,3,France,Fabien Ibarra,Himlung 2003,TRUE,6,2,0,FALSE
HIML03305,HIML,2003,3,France,Andre Benoit-Cattin,French Expedition Himlung Himal 2003,TRUE,8,4,0,FALSE
HIML03306,HIML,2003,3,Belgium,Kris Vansteenkiste,Himlung 2003,TRUE,12,6,0,FALSE
HIML03307,HIML,2003,3,Germany,Goetz Wiegand,Himlung 2003,TRUE,5,2,0,FALSE
JANU03301,JANU,2003,3,Russia,Alexander Odintsov,Russian Jannu Expedition 2003,FALSE,9,0,0,FALSE
KANG03301,KANG,2003,3,Spain,Josep Noguera,Kangchenjunga Expedition 2003,FALSE,5,0,0,FALSE
KTEG03401,KTEG,2003,4,Australia,Michael Groom,Australian Kangtega Expedition,FALSE,6,0,0,FALSE
KYAS03301,KYAS,2003,3,UK,Bruce Normand,AACZ Kyashar 2003,TRUE,4,3,0,FALSE
LHOT03401,LHOT,2003,4,Japan,Osamu Tanabe,JAC Tokai Section Winter Lhotse South Face Expedition,FALSE,6,0,0,TRUE
LSHR03301,LSHR,2003,3,S Korea,Um Hong-Gil,Korean Lhotse Shar Expedition,FALSE,9,0,2,TRUE
MAKA03301,MAKA,2003,3,Switzerland,Daniel Schliefsteiner,Swiss Murmeli Expedition to Makalu,FALSE,5,0,0,FALSE
NUPE03301,NUPE,2003,3,Russia,Valeri Babanov,Russian South Face Nuptse Expedition,TRUE,2,2,0,FALSE
NUPE03302,NUPE,2003,3,USA,Fabrizio Zangrilli,American Nuptse Expedition,FALSE,2,0,0,FALSE
NUPT03301,NUPT,2003,3,Canada,Ben Webster,Canadian Nuptse Expedition,FALSE,6,0,0,FALSE
PUMO03301,PUMO,2003,3,Canada,Randy Shantz,Canadian Pumori Expedition,TRUE,4,1,0,FALSE
PUMO03302,PUMO,2003,3,USA,Jacek Maselko,Pumori Expedition,FALSE,6,0,0,FALSE
PUMO03303,PUMO,2003,3,France,Frederic Bernard,Pumori 2003,FALSE,2,0,0,FALSE
RATC03301,RATC,2003,3,France,Gilles Marcaud,French Ratna Chuli Expedition,TRUE,9,5,0,FALSE
RAKS03301,RAKS,2003,3,France,Arnaud Clere,Api Himal the Far West of Nepal Expedition to Raksha Urai,TRUE,7,3,1,FALSE
SARI03301,SARI,2003,3,USA,Peter Ackroyd,Damodar Cowboy Expedition 2003,TRUE,3,2,0,FALSE
SARI03302,SARI,2003,3,USA,Joy Ann Townsend,American on Saribung,FALSE,1,0,0,FALSE
SHAR03301,SHAR,2003,3,Czech Republic,Robin Baum,Czech Peak 38,FALSE,8,0,0,FALSE
TILI03301,TILI,2003,3,France,Rene Tomio,Tilicho 2003,TRUE,9,5,0,FALSE
TILI03302,TILI,2003,3,France,Philippe Cartier,Tilicho Himal Expedition,FALSE,8,0,0,FALSE
TKPO03301,TKPO,2003,3,UK,Julian Cartwright,Khumbu Alpine Style 2003 to Tengkangpoche,FALSE,3,0,0,FALSE
TUKU03301,TUKU,2003,3,France,Paulo Grobel,Terres d'Adventure Tukuche Expedition,TRUE,5,4,0,FALSE
TUTS03301,TUTS,2003,3,Denmark,Claus Ostergaard,Ticket to Heaven 2003 Mt. Tutse Expedition,FALSE,3,0,0,FALSE
YANS03301,YANS,2003,3,UK,David Pritt,Amotsang Expedition,FALSE,6,0,0,FALSE
AMAD03316,AMAD,2003,3,USA,Tap Richards,Himalayan Guides Ama Dablamn Expedition,TRUE,5,4,0,FALSE
CHOY03336,CHOY,2003,3,Spain,Alfredo Encinar,,FALSE,5,0,0,FALSE
TASH03301,TASH,2003,3,France,Paulo Grobel,Terres d'Adventure Tukuche Expedition,TRUE,3,3,0,FALSE
PK4186301,PK41,1986,3,Switzerland,Unknown,,TRUE,2,2,0,FALSE
KABS94101,KABS,1994,1,India,H. S. Chauhan,,TRUE,50,27,0,FALSE
KABR94101,KABR,1994,1,India,H. S. Chauhan,,TRUE,27,7,0,FALSE
JOMS03301,JOMS,2003,3,France,Paulo Grobel,Terres d'Adventure Amotsang Expedition,TRUE,5,4,0,FALSE
AMAD04101,AMAD,2004,1,Australia,Jarlath Weingott,International Ama Dablam Expedition,FALSE,5,0,0,FALSE
AMAD04102,AMAD,2004,1,USA,Larry Boersma,Spring 2004 Season's Expedition,FALSE,1,0,0,FALSE
AMAD04103,AMAD,2004,1,UK,Adrian Hayes,UAE Ama Dablam Expedition,TRUE,1,1,0,FALSE
AMAD04104,AMAD,2004,1,USA,Matt Szundy,The Ascending Path Ama Dablam Expedition 2004,FALSE,3,0,0,FALSE
AMAD04105,AMAD,2004,1,Spain,Juanito Oiarzabal,Basque Expedition to Nepal's Mt. Ama Dablam,TRUE,4,3,0,FALSE
AMAD04107,AMAD,2004,1,Canada,Bryce Brown,Independent climber on Ama Dablam,FALSE,1,0,0,FALSE
AMAD04108,AMAD,2004,1,Ukraine,Vladimir Gorbach,Ukraine Himalaya Expedition Ama Dablam 2004,FALSE,4,0,0,FALSE
AMAD04109,AMAD,2004,1,Portugal,Joao Garcia,Portuguese Ama Dablam expedition,TRUE,6,5,0,FALSE
AMAD04110,AMAD,2004,1,Russia,Victor Kozlov,Russian Everest Expedition Central North Wall 2004,TRUE,21,13,0,FALSE
ANN104101,ANN1,2004,1,Poland,Piotr Pustelnik,\Annapurna South Face International Expedition,FALSE,8,0,0,FALSE
ANN104102,ANN1,2004,1,Germany,Ralf Dujmovits,International Annapurna Expedition 2004,TRUE,7,4,0,FALSE
BARU04101,BARU,2004,1,UK,Andrew Hughes,British Services Makalu Expedition 2004,FALSE,12,0,0,TRUE
BARU04102,BARU,2004,1,UK,Nev Taylor,Jagged Globe Baruntse Expedition 2004,FALSE,4,0,0,FALSE
BARU04103,BARU,2004,1,Italy,Simone Moro,Baruntse North Side Expedition,FALSE,4,0,0,FALSE
CHOY04101,CHOY,2004,1,Poland,Jakub Lerner,Polish Cho Oyu Expedition,TRUE,1,1,0,FALSE
CHOY04102,CHOY,2004,1,Austria,Andreas Bucher,Amical Alpin Cho Oyu Expedition 2004,TRUE,7,5,0,FALSE
CHOY04103,CHOY,2004,1,Belgium,Hogan Beernaert,Cho Oyu Expedition 2004,FALSE,1,0,0,FALSE
CHOY04104,CHOY,2004,1,Belarus,Mikhail Melnikov,Belorussian Cho Oyu Expedition 2004,TRUE,4,3,0,FALSE
CHOY04105,CHOY,2004,1,USA,Ray Yeritsian,Dream Cho Oyu Expedition 2004,FALSE,1,0,0,FALSE
CHOY04106,CHOY,2004,1,Spain,Luis Lima,Spanish Cho Oyu Expedition 2004,FALSE,6,0,0,FALSE
CHOY04107,CHOY,2004,1,Canada,Eric Tremblay,Expeguida Cho Oyu Expedition,FALSE,2,0,0,FALSE
CHOY04108,CHOY,2004,1,Switzerland,Christian Binggeli,2004 Swiss Cho Oyu Expedition,TRUE,2,2,0,FALSE
CHOY04109,CHOY,2004,1,S Africa,Richmond MacIntyre,International Cho Oyu Expedition 2004,TRUE,1,1,0,FALSE
CHOY04110,CHOY,2004,1,Netherlands,Joost Schreve,Vickspedition 8000 to Cho Oyu,TRUE,3,1,0,FALSE
CHOY04111,CHOY,2004,1,Czech Republic,Jan Vestak,Czech Cho Oyu Expedition GO 8000,TRUE,6,2,0,FALSE
CHOY04112,CHOY,2004,1,Spain,Francisco Martinez Tebar,Expedicion Turquesa 04 to Cho Oyu,TRUE,3,1,0,FALSE
CHOY04113,CHOY,2004,1,Germany,Olaf Zill,Only one woman and one man Cho Oyu Expedition 2004,TRUE,2,2,0,FALSE
CHOY04114,CHOY,2004,1,Czech Republic,Radek Jaros,Expedice Craft Cho Oyu 2004,TRUE,3,2,0,FALSE
CHOY04115,CHOY,2004,1,Germany,Matthias Robl,DAV Summit Club Cho Oyu Expedition 2004,TRUE,9,7,0,FALSE
AMAD04106,AMAD,2004,1,Sweden,Lars Svens,The Ascending Path Ama Dablam Expedition 2004,FALSE,2,0,0,FALSE
CHOY04117,CHOY,2004,1,USA,Tomasz Przydrozny,Polish Cho Oyu Expedition 2004,TRUE,1,1,0,FALSE
CHOY04118,CHOY,2004,1,Spain,Borja Pascual,Independent climber on Cho Oyu,TRUE,1,1,0,FALSE
CHOY04120,CHOY,2004,1,Austria,Otto Harrer,Austrian Expedition to Mt. Cho Oyu,TRUE,5,5,0,FALSE
CHOY04121,CHOY,2004,1,New Zealand,Mark Whetu,Himalayan Experience (Himex) Cho Oyu Expedition 2004,FALSE,4,0,0,FALSE
CHOY04122,CHOY,2004,1,New Zealand,Jamie McGuinness,Project Himalaya Cho Oyu 2004,TRUE,10,2,0,TRUE
CHOY04116,CHOY,2004,1,Sweden,Olof Sundstrom,"Expedition: Unum, Sed Luonum (One, But a Lion)",FALSE,1,0,0,TRUE
CHOY04119,CHOY,2004,1,Italy,Alberto Magliano,International Cho Oyu Expedition Spring 2004,FALSE,2,0,0,FALSE
DHA104101,DHA1,2004,1,Spain,Josep Pujante,Dhaulagiri Expedition 2004,TRUE,9,2,0,FALSE
DHA104102,DHA1,2004,1,Spain,Inigo Altube,Beaz Dhaulagiri Expedition,FALSE,4,0,0,FALSE
DHA104103,DHA1,2004,1,UK,Alan Hinkes,Independent climber,TRUE,1,1,0,TRUE
DHA104104,DHA1,2004,1,Slovenia,Andrej Stremfelj,Slovenian Dhaulagiri Expedition,TRUE,7,5,1,TRUE
